name,genre,year_of_release,publisher,sales,critic_score,user_score,developer,rating,platform,min_age
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.24,67,6.6,EA,E10+,PS3,10
Dynasty Warriors 6 Empires,Action,2009,Tecmo Koei,0.24,59,7.3,Omega Force,T,X360,13
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.24,77,8.4,EA,E,XB,0
NBA Live 14,Sports,2013,Electronic Arts,0.24,43,2.7,EA,E,PS4,0
LEGO Marvel's Avengers,Action,2016,Warner Bros. Interactive Entertainment,0.24,69,6.8,TT Games,E10+,WiiU,10
Pro Evolution Soccer 2014,Action,2013,Konami Digital Entertainment,0.24,80,4.3,Konami,E,X360,0
Pure Futbol,Sports,2010,Ubisoft,0.24,46,7.5,Ubisoft,E,PS3,0
NASCAR 08,Racing,2007,Electronic Arts,0.24,56,8.2,EA,E,PS2,0
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.23,77,8.1,Ubisoft,T,Wii,13
NBA Live 15,Sports,2014,Electronic Arts,0.23,59,5.6,EA,E,PS4,0
NASCAR Thunder 2004,Racing,2003,Electronic Arts,0.23,85,9.1,EA,E,XB,0
Harry Potter and the Goblet of Fire,Action,2005,Electronic Arts,0.23,68,5.8,EA,E10+,XB,10
Dynasty Warriors: Gundam Reborn,Action,2013,Tecmo Koei,0.23,64,7.5,Omega Force,T,PS3,13
Star Wars Jedi Knight II: Jedi Outcast,Shooter,2002,Activision,0.23,75,7.8,Vicarious Visions,T,GC,13
Tom Clancy's Splinter Cell,Action,2003,Ubisoft,0.23,89,8.7,Ubisoft,T,GC,13
DiRT Showdown,Racing,2012,Codemasters,0.23,75,6.4,Codemasters,E10+,X360,10
NBA 2K6,Action,2005,Take-Two Interactive,0.23,81,8.6,Visual Concepts,E,X360,0
NASCAR 08,Racing,2007,Electronic Arts,0.23,57,5,EA,E,PS3,0
Grand Slam Tennis 2,Sports,2012,Electronic Arts,0.23,73,5.2,EA,E,PS3,0
Dynasty Warriors: Strikeforce,Action,2009,Tecmo Koei,0.23,59,5.7,Omega Force,T,X360,13
Tom Clancy's Rainbow Six: Siege,Shooter,2015,Ubisoft,0.23,79,6.9,Ubisoft,M,PC,17
Madden NFL 13,Sports,2012,Electronic Arts,0.23,75,6.7,EA,E,WiiU,0
NFL Blitz Pro,Sports,2003,Midway Games,0.23,73,8.5,Midway,E,PS2,0
Tiger Woods PGA Tour 2003,Sports,2002,Electronic Arts,0.23,90,8,EA,E,GC,0
SSX On Tour,Sports,2005,Electronic Arts,0.23,79,8.1,EA,E,PSP,0
Tony Hawk's Proving Ground,Sports,2007,Activision,0.23,79,6.7,Vicarious Visions,E10+,DS,10
NBA ShootOut 2003,Sports,2002,Sony Computer Entertainment,0.23,62,5.9,EA,E,PS2,0
NBA Street: Showdown,Sports,2005,Electronic Arts,0.22,75,8.5,EA,E,PSP,0
pro evolution soccer 2011,Sports,2010,Konami Digital Entertainment,0.22,78,5.4,Konami,E,Wii,0
Breath of Fire,Role-Playing,2001,Ubisoft,0.22,79,8.8,Capcom,E,GBA,0
NCAA Football 2005,Sports,2004,Electronic Arts,0.22,88,9,EA,E,GC,0
FaceBreaker K.O. Party,Fighting,2008,Electronic Arts,0.22,61,5.6,EA,T,Wii,13
Dino Stalker,Shooter,2002,Capcom,0.22,50,6.3,Capcom,M,PS2,17
Tony Hawk's Downhill Jam,Sports,2006,Activision,0.22,76,7,Vicarious Visions,E,DS,0
The Sims 4: Get Together,Simulation,2015,Electronic Arts,0.22,72,7.3,Maxis,T,PC,13
Asphalt: Injection,Action,2011,Ubisoft,0.22,49,4.8,Ubisoft,E10+,PSV,10
From Russia With Love,Action,2005,Electronic Arts,0.22,70,8.5,EA,T,GC,13
NBA Live 09 All-Play,Sports,2008,Electronic Arts,0.22,51,5.9,EA,E,Wii,0
NCAA Basketball 09,Sports,2008,Electronic Arts,0.22,70,5.6,EA,E,X360,0
LEGO The Lord of the Rings,Action,2012,Warner Bros. Interactive Entertainment,0.22,80,8.2,TT Games,E10+,PC,10
NBA 06,Sports,2005,Sony Computer Entertainment,0.22,72,5.4,EA,E,PSP,0
NFL 2K3,Sports,2002,Other,0.22,92,8.3,Visual Concepts,E,GC,0
Star Wars: Battlefront,Shooter,2004,Other,0.21,72,3.5,EA,T,PC,13
MVP Baseball,Sports,2005,Electronic Arts,0.21,67,7.7,EA,E,PSP,0
Tony Hawk's American Sk8land,Sports,2005,Activision,0.21,84,8.7,Vicarious Visions,E,DS,0
Maximo vs Army of Zin,Platform,2003,Capcom,0.21,83,7.8,Capcom,T,PS2,13
Assassin's Creed Syndicate,Action,2015,Ubisoft,0.21,74,5.9,Ubisoft,M,PC,17
Shadow of Destiny,Adventure,2001,Konami Digital Entertainment,0.21,78,8.2,Konami,T,PS2,13
Pro Evolution Soccer 2012,Action,2011,Konami Digital Entertainment,0.21,79,7,Konami,E,Wii,0
UFC Undisputed 2010,Fighting,2010,Other,0.21,74,7,Yuke's,T,PSP,13
Rayman Raving Rabbids,Misc,2007,Ubisoft,0.21,67,7.3,Ubisoft,E,X360,0
Rumble Racing,Racing,2001,Electronic Arts,0.21,85,8.2,EA,E,PS2,0
NBA Live 15,Sports,2014,Electronic Arts,0.21,53,6.8,EA,E,XOne,0
NHL Hitz 20-02,Sports,2001,Midway Games,0.21,79,8.7,Midway,E,GC,0
NCAA Football 2003,Sports,2002,Electronic Arts,0.21,91,8.1,EA,E,GC,0
ESPN Winter X Games: Snowboarding 2002,Sports,2000,Konami Digital Entertainment,0.21,64,7.9,Konami,T,PS2,13
Mortal Kombat: Special Forces,Fighting,2000,Midway Games,0.21,28,2.4,Midway,M,PS,17
NCAA March Madness 07,Sports,2007,Electronic Arts,0.21,67,7.1,EA,E,X360,0
NHL 2003,Sports,2002,Electronic Arts,0.21,80,7.9,EA,E,XB,0
Tiger Woods PGA Tour,Sports,2005,Electronic Arts,0.21,78,7.4,EA,E,PSP,0
MLB 10: The Show,Sports,2010,Sony Computer Entertainment,0.21,79,6.6,EA,E,PSP,0
Capcom Fighting Evolution,Fighting,2004,Capcom,0.2,57,4.8,Capcom,T,PS2,13
Assassin's Creed The Ezio Collection,Action,2016,Ubisoft,0.2,72,7.4,Ubisoft,M,PS4,17
Suikoden Tactics,Strategy,2005,Konami Digital Entertainment,0.2,68,8.6,Konami,T,PS2,13
NCAA March Madness 06,Sports,2005,Electronic Arts,0.2,76,7.2,EA,E,XB,0
The Con,Fighting,2005,Sony Computer Entertainment,0.2,63,7.3,EA,T,PSP,13
X2: Wolverine's Revenge,Platform,2003,Activision,0.2,72,7.2,Vicarious Visions,E,GBA,0
NBA 2K2,Sports,2002,Other,0.2,90,7.6,Visual Concepts,E,XB,0
Major League Baseball 2K11,Sports,2011,Take-Two Interactive,0.2,72,6.3,Visual Concepts,E,PS3,0
Dark Messiah of Might and Magic Elements,Role-Playing,2008,Ubisoft,0.2,52,7,Ubisoft,M,X360,17
FIFA 16,Sports,2015,Electronic Arts,0.2,81,4.4,EA,E,PC,0
NBA Live 14,Sports,2013,Electronic Arts,0.2,36,3.1,EA,E,XOne,0
MVP Baseball 2003,Sports,2003,Electronic Arts,0.2,82,9,EA,E,XB,0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Action,2005,Other,0.2,72,6,Traveller's Tales,T,XB,13
NBA 07,Sports,2006,Sony Computer Entertainment,0.2,68,7,EA,E,PSP,0
From Russia With Love,Action,2005,Electronic Arts,0.2,71,8.8,EA,T,XB,13
Ridge Racer 6,Racing,2005,Other,0.2,74,7.1,Namco,E,X360,0
Taiko Drum Master,Misc,2004,Other,0.2,77,8.1,Namco,E,PS2,0
Dungeon Hunter Alliance,Action,2012,Ubisoft,0.2,49,6.4,Ubisoft,T,PSV,13
Prince of Persia: Warrior Within,Action,2004,Ubisoft,0.2,83,8.6,Ubisoft,M,GC,17
Warriors Orochi,Action,2007,Tecmo Koei,0.2,53,7.4,Omega Force,T,X360,13
Tom Clancy's Splinter Cell: Essentials,Shooter,2006,Ubisoft,0.19,58,7.5,Ubisoft,M,PSP,17
Major League Baseball 2K12,Sports,2012,Take-Two Interactive,0.19,68,4.4,Visual Concepts,E,PS3,0
Harry Potter and the Goblet of Fire,Action,2005,Electronic Arts,0.19,70,7.4,EA,E10+,PSP,10
Breath of Fire II,Role-Playing,2001,Ubisoft,0.19,81,8.8,Capcom,E,GBA,0
Dynasty Warriors: Gundam 2,Action,2008,Other,0.19,49,7,Omega Force,T,X360,13
Breath of Fire: Dragon Quarter,Role-Playing,2002,Capcom,0.19,78,6.9,Capcom,T,PS2,13
LEGO Marvel's Avengers,Action,2016,Warner Bros. Interactive Entertainment,0.19,60,7.1,TT Games,E10+,3DS,10
Disney's Magical Mirror Starring Mickey Mouse,Adventure,2002,Nintendo,0.19,50,8.9,Capcom,E,GC,0
Fighter Within,Fighting,2013,Ubisoft,0.19,23,3,Ubisoft,T,XOne,13
Dynasty Warriors 8: Empires,Action,2014,Tecmo Koei,0.19,63,7.5,Omega Force,T,PS4,13
Silent Hill HD Collection,Action,2012,Konami Digital Entertainment,0.19,69,5.6,Konami,M,X360,17
Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,2004,Konami Digital Entertainment,0.19,49,4.6,Konami,T,GC,13
MLB 12: The Show,Sports,2012,Sony Computer Entertainment,0.19,76,7.8,EA,E,PSV,0
NBA 2K11,Action,2010,Take-Two Interactive,0.19,82,8.6,Visual Concepts,E,PC,0
FaceBreaker,Fighting,2008,Electronic Arts,0.19,54,6.3,EA,T,X360,13
Dante's Inferno,Action,2010,Electronic Arts,0.19,70,8.1,EA,M,PSP,17
Resident Evil: Revelations,Action,2013,Capcom,0.19,80,7.5,Capcom,M,WiiU,17
Harry Potter and the Prisoner of Azkaban,Action,2004,Electronic Arts,0.19,67,8.8,EA,E,XB,0
Street Fighter X Tekken,Fighting,2012,Capcom,0.19,79,7.5,Capcom,T,PSV,13
Tom Clancy's Splinter Cell: Blacklist,Action,2013,Ubisoft,0.19,82,7.4,Ubisoft,M,PC,17
Shaun White Skateboarding,Sports,2010,Ubisoft,0.19,61,6.5,Ubisoft,T,PS3,13
F1 2011,Racing,2011,Codemasters,0.19,83,7.2,Codemasters,E,PC,0
Samurai Warriors 2: Empires,Action,2006,Tecmo Koei,0.19,55,7.3,Omega Force,T,PS2,13
Major League Baseball 2K10,Sports,2010,Take-Two Interactive,0.19,74,5.3,Visual Concepts,E,PS3,0
Harry Potter: Quidditch World Cup,Sports,2003,Electronic Arts,0.19,69,7.5,EA,E,XB,0
NBA Ballers: Chosen One,Sports,2008,Midway Games,0.19,55,4.2,Midway,E,X360,0
Tiger Woods PGA Tour 07,Sports,2006,Electronic Arts,0.19,81,6.8,EA,E,XB,0
Samurai Warriors: State of War,Action,2005,Tecmo Koei,0.18,64,6.4,Omega Force,T,PSP,13
Driver: San Francisco,Racing,2011,Ubisoft,0.18,80,7,Ubisoft,T,PC,13
Shape Up,Misc,2014,Ubisoft,0.18,58,8.3,Ubisoft,E,XOne,0
Gauntlet: Seven Sorrows,Role-Playing,2005,Midway Games,0.18,61,7.8,Midway,T,XB,13
LEGO Harry Potter: Years 5-7,Action,2012,Warner Bros. Interactive Entertainment,0.18,64,6.8,Traveller's Tales,E10+,PSV,10
GRID Autosport,Racing,2014,Codemasters,0.18,75,6.8,Codemasters,E,PS3,0
Gauntlet: Dark Legacy,Action,2002,Midway Games,0.18,60,9.1,Midway,T,GC,13
The Chronicles of Narnia: Prince Caspian,Action,2008,Other,0.18,56,7.5,Traveller's Tales,T,X360,13
Grand Slam Tennis 2,Sports,2012,Electronic Arts,0.18,71,5.1,EA,E,X360,0
Pure Futbol,Sports,2010,Ubisoft,0.18,38,7.9,Ubisoft,E,X360,0
Gun,Shooter,2005,Activision,0.18,77,8.6,Neversoft Entertainment,M,GC,17
FIFA Soccer 11,Sports,2010,Electronic Arts,0.18,83,7.7,EA,E,PC,0
FIFA Soccer 2002,Sports,2001,Electronic Arts,0.18,81,8,EA,E,GC,0
Disney's Tarzan Untamed,Platform,2001,Ubisoft,0.18,61,7.4,Ubisoft,E,GC,0
K-1 World Grand Prix,Sports,2002,Konami Digital Entertainment,0.18,67,9,Konami,T,PS2,13
DiRT Showdown,Racing,2012,Codemasters,0.18,75,6.3,Codemasters,E10+,PS3,10
College Hoops 2K8,Sports,2007,Take-Two Interactive,0.18,81,6.9,Visual Concepts,E,X360,0
NHL 2004,Sports,2003,Electronic Arts,0.18,85,6.5,EA,E,XB,0
NBA Live 16,Sports,2015,Electronic Arts,0.18,59,6.1,EA,E,PS4,0
Smash Court Tennis Pro Tournament,Sports,2002,Sony Computer Entertainment,0.17,73,7.4,Namco,E,PS2,0
NHL 2K9,Sports,2008,Take-Two Interactive,0.17,69,6.7,Visual Concepts,E10+,X360,10
Fight Night Round 2,Fighting,2005,Electronic Arts,0.17,87,7.9,EA,T,GC,13
Psi-Ops: The Mindgate Conspiracy,Shooter,2004,Midway Games,0.17,84,7.9,Midway,M,XB,17
Tom Clancy's Ghost Recon: Future Soldier,Shooter,2012,Ubisoft,0.17,71,4.9,Ubisoft,M,PC,17
The Chronicles of Narnia: Prince Caspian,Action,2008,Other,0.17,56,5.6,Traveller's Tales,T,PS3,13
NBA 09: The Inside,Sports,2008,Sony Computer Entertainment,0.17,79,7.4,EA,E,PSP,0
Batman Begins,Action,2005,Electronic Arts,0.17,61,6.9,Vicarious Visions,E10+,GBA,10
FaceBreaker,Fighting,2008,Electronic Arts,0.17,53,3.8,EA,T,PS3,13
SSX On Tour,Sports,2005,Electronic Arts,0.17,80,7.5,EA,E,GC,0
Bladestorm: Nightmare,Action,2015,Tecmo Koei,0.17,58,6.5,Omega Force,T,PS4,13
LEGO Marvel Super Heroes,Action,2013,Warner Bros. Interactive Entertainment,0.17,78,8.1,TT Games,E10+,PC,10
Gauntlet: Dark Legacy,Action,2002,Midway Games,0.17,54,8.9,Midway,T,XB,13
NHL 07,Sports,2006,Electronic Arts,0.17,76,6.6,EA,E10+,PSP,10
MLB 11: The Show,Sports,2011,Sony Computer Entertainment,0.17,77,6,EA,E,PSP,0
Midway Arcade Treasures,Misc,2003,Midway Games,0.17,72,8.2,Midway,T,GC,13
One Piece: Pirate Warriors 3,Action,2015,Other,0.17,76,6.3,Omega Force,T,PSV,13
Cubivore: Survival of the Fittest,Adventure,2002,Nintendo,0.17,71,8.5,Nintendo,E,GC,0
Far Cry: Primal,Action,2016,Ubisoft,0.16,74,4.8,Ubisoft,M,PC,17
Driver: San Francisco,Racing,2011,Ubisoft,0.16,64,6.2,Ubisoft,T,Wii,13
ESPN College Hoops,Sports,2003,Other,0.16,83,8.5,Visual Concepts,E,PS2,0
Mirror's Edge Catalyst,Platform,2016,Electronic Arts,0.16,72,4.4,EA,T,XOne,13
F1 2011,Racing,2011,Codemasters,0.16,59,6.8,Codemasters,E,3DS,0
NCAA Football 09 All-Play,Sports,2008,Electronic Arts,0.16,49,5.8,EA,E,Wii,0
Dynasty Warriors 4,Action,2003,Tecmo Koei,0.16,75,8.8,Omega Force,T,XB,13
Warriors Orochi 3,Action,2011,Other,0.16,71,8.1,Omega Force,T,X360,13
Beowulf: The Game,Action,2007,Ubisoft,0.16,51,5.2,Ubisoft,M,PS3,17
Dewy's Adventure,Platform,2007,Konami Digital Entertainment,0.16,67,6.3,Konami,E,Wii,0
NBA Live 08,Sports,2007,Electronic Arts,0.16,52,7.1,EA,E,Wii,0
The Crew,Racing,2014,Ubisoft,0.16,71,6.4,Ubisoft,T,PC,13
Create,Action,2010,Electronic Arts,0.16,61,5.2,EA,E,PS3,0
Blitz: The League,Sports,2006,Midway Games,0.16,69,6.5,Midway,M,X360,17
NBA 2K12,Sports,2011,Take-Two Interactive,0.16,86,7.1,Visual Concepts,E,PC,0
Shaun White Skateboarding,Sports,2010,Ubisoft,0.16,61,5.3,Ubisoft,T,X360,13
Tiger Woods PGA Tour 2004,Sports,2003,Electronic Arts,0.16,89,7.8,EA,E,GC,0
NHL 2005,Sports,2004,Electronic Arts,0.16,77,6.2,EA,E,XB,0
Dynasty Warriors 8: Xtreme Legends,Action,2013,Tecmo Koei,0.16,68,6.8,Omega Force,T,PS3,13
James Noir's Hollywood Crimes,Adventure,2011,Ubisoft,0.15,60,6.6,Ubisoft,T,3DS,13
All-Pro Football 2K8,Sports,2007,Take-Two Interactive,0.15,73,7.3,Visual Concepts,E10+,PS3,10
Ultimate Spider-Man,Action,2005,Activision,0.15,78,7.7,Vicarious Visions,E10+,DS,10
Knockout Kings 2003,Sports,2002,Electronic Arts,0.15,78,6.5,EA,T,GC,13
NCAA Football 2004,Sports,2003,Electronic Arts,0.15,89,7.5,EA,E,GC,0
The Godfather: Blackhand Edition,Adventure,2007,Electronic Arts,0.15,77,8.5,EA,M,Wii,17
The Adventures of Tintin: The Game,Action,2011,Ubisoft,0.15,56,5.7,Ubisoft,E10+,3DS,10
Dynasty Warriors 8,Action,2013,Tecmo Koei,0.15,65,7.5,Omega Force,T,X360,13
NBA Street Homecourt,Sports,2007,Electronic Arts,0.15,81,6.5,EA,E,PS3,0
Enthusia Professional Racing,Racing,2005,Konami Digital Entertainment,0.15,70,7.6,Konami,E,PS2,0
DiRT 3,Racing,2011,Codemasters,0.15,86,6.9,Codemasters,T,PC,13
MLB Power Pros 2008,Sports,2008,Konami Digital Entertainment,0.15,67,8.5,Konami,E,PS2,0
NBA 09: The Inside,Sports,2008,Sony Computer Entertainment,0.15,63,5.1,EA,E,PS3,0
Prince of Persia: The Sands of Time,Action,2003,Ubisoft,0.15,75,8.8,Ubisoft,T,GBA,13
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.15,57,6.3,Ubisoft,E10+,DS,10
Super Monkey Ball Adventure,Platform,2006,Other,0.15,51,7.2,TT Games,E,GC,0
FIFA Soccer 2002,Sports,2001,Electronic Arts,0.15,81,6.4,EA,E,PS,0
Street Fighter Anniversary Collection,Fighting,2004,Capcom,0.15,79,6.4,Capcom,T,XB,13
FIFA 06: Road to FIFA World Cup,Sports,2005,Electronic Arts,0.15,62,6,EA,E,X360,0
F1 2001,Racing,2001,Electronic Arts,0.15,83,8.3,EA,E,PS2,0
Fantastic Four: Rise of the Silver Surfer,Action,2007,Take-Two Interactive,0.15,47,6.2,Visual Concepts,T,PS3,13
187: Ride or Die,Racing,2005,Ubisoft,0.15,52,6.8,Ubisoft,M,PS2,17
Ridge Racer DS,Racing,2004,Other,0.15,63,6.7,Namco,E,DS,0
High Velocity Bowling,Sports,2010,Sony Computer Entertainment,0.15,66,8.1,EA,E10+,PS3,10
Prince of Persia: The Two Thrones,Action,2005,Ubisoft,0.15,84,8.1,Ubisoft,M,GC,17
Blazing Angels 2: Secret Missions of WWII,Simulation,2007,Ubisoft,0.15,70,7.2,Ubisoft,T,PS3,13
Toy Story Racer,Racing,2001,Activision,0.15,76,8.7,Traveller's Tales,E,PS,0
Disney's Donald Duck: Goin' Quackers,Platform,2000,Ubisoft,0.15,65,7,Ubisoft,E,PS,0
Crash: Twinsanity,Platform,2004,Other,0.15,66,8.7,Traveller's Tales,E,XB,0
Arena Football,Sports,2006,Electronic Arts,0.15,65,8.5,EA,E10+,XB,10
Lego Star Wars: The Force Awakens,Action,2016,Warner Bros. Interactive Entertainment,0.15,74,8,TT Games,E10+,WiiU,10
Darkstalkers Chronicle: The Chaos Tower,Fighting,2004,Capcom,0.15,74,7.9,Capcom,T,PSP,13
F1 2012,Racing,2012,Codemasters,0.15,80,6.9,Codemasters,E,PC,0
Rayman Raving Rabbids,Misc,2007,Ubisoft,0.14,56,6.1,Ubisoft,E,DS,0
L.A. Rush,Racing,2005,Midway Games,0.14,59,3,Midway,T,XB,13
Rayman 3,Platform,2003,Ubisoft,0.14,83,7.8,Ubisoft,E,GBA,0
Mega Man Powered Up,Platform,2006,Capcom,0.14,82,7.5,Capcom,E,PSP,0
FIFA Soccer 2005,Sports,2004,Electronic Arts,0.14,78,8.5,EA,E,GC,0
SSX On Tour,Sports,2005,Electronic Arts,0.14,81,8.1,EA,E,XB,0
NFL Head Coach 09,Sports,2008,Electronic Arts,0.14,64,7.1,EA,E,PS3,0
Dead to Rights,Shooter,2002,Electronic Arts,0.14,77,8.7,Namco,M,GC,17
Cranium Kabookii,Misc,2007,Ubisoft,0.14,64,5.4,Ubisoft,E,Wii,0
Pro Evolution Soccer 2015,Sports,2014,Konami Digital Entertainment,0.14,79,7.3,Konami,E,XOne,0
Mr. Driller: Drill Spirits,Puzzle,2004,Nintendo,0.14,70,8.9,Namco,E,DS,0
TRINITY: Souls of Zill O'll,Role-Playing,2010,Other,0.14,55,6.2,Omega Force,T,PS3,13
Rayman Legends,Platform,2014,Ubisoft,0.14,87,8.4,Ubisoft,E10+,PSV,10
Dino Crisis 3,Action,2003,Capcom,0.14,51,4.1,Capcom,M,XB,17
College Hoops 2K8,Sports,2007,Take-Two Interactive,0.14,82,5.2,Visual Concepts,E,PS3,0
Dynasty Warriors 7: Empires,Action,2012,Other,0.14,63,8,Omega Force,T,PS3,13
Super Puzzle Fighter II Turbo,Puzzle,1996,Other,0.14,83,7.4,Capcom,E,PS,0
Blazing Angels 2: Secret Missions of WWII,Simulation,2007,Ubisoft,0.14,72,7.8,Ubisoft,T,X360,13
Rayman Arena,Racing,2002,Ubisoft,0.14,60,7.2,Ubisoft,E,GC,0
Create,Action,2010,Electronic Arts,0.14,60,5.8,EA,E,X360,0
UEFA Euro 2004: Portugal,Sports,2004,Electronic Arts,0.14,76,6.4,EA,E,PS2,0
NBA Ballers: Chosen One,Sports,2008,Midway Games,0.14,54,6.5,Midway,E,PS3,0
NCIS,Adventure,2011,Ubisoft,0.14,35,4.7,Ubisoft,T,X360,13
Tomb Raider: The Prophecy,Action,2002,Ubisoft,0.14,66,8.8,Ubisoft,T,GBA,13
Castlevania Chronicles,Platform,2001,Konami Digital Entertainment,0.13,69,7,Konami,T,PS,13
FIFA Street 2,Sports,2006,Electronic Arts,0.13,58,6.9,EA,E,PSP,0
Need for Speed Underground 2,Racing,2005,Electronic Arts,0.13,65,7,EA,E,DS,0
Chessmaster,Misc,2004,Ubisoft,0.13,79,9,Ubisoft,E,XB,0
Peter Jackson's King Kong: The Official Game of the Movie,Action,2005,Ubisoft,0.13,28,3.2,Ubisoft,T,DS,13
NHL 2003,Sports,2002,Electronic Arts,0.13,79,6.3,EA,E,GC,0
Frogger Beyond,Platform,2002,Konami Digital Entertainment,0.13,60,7.2,Konami,E,GC,0
MLB Power Pros 2008,Sports,2008,Konami Digital Entertainment,0.13,79,8.7,Konami,E,Wii,0
Rumble Roses XX,Fighting,2006,Konami Digital Entertainment,0.13,62,6.6,Konami,M,X360,17
LEGO Legends of Chima: Laval's Journey,Adventure,2013,Warner Bros. Interactive Entertainment,0.13,64,6.6,TT Games,E10+,PSV,10
NBA 08,Sports,2007,Sony Computer Entertainment,0.13,63,6,EA,E,PS3,0
F1 2011,Racing,2011,Codemasters,0.13,66,6.2,Codemasters,E,PSV,0
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.13,76,6.2,EA,E,GC,0
Watch Dogs,Action,2014,Ubisoft,0.13,62,6.4,Ubisoft,M,WiiU,17
Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,2004,Konami Digital Entertainment,0.13,48,5.6,Konami,T,XB,13
Tom Clancy's Splinter Cell: Double Agent,Action,2006,Ubisoft,0.13,61,7.4,Ubisoft,M,Wii,17
Star Wars: Lethal Alliance,Action,2006,Ubisoft,0.13,61,7,Ubisoft,T,PSP,13
Warriors Orochi 2,Action,2008,Tecmo Koei,0.13,52,8.5,Omega Force,T,PS2,13
NBA 2K13,Sports,2012,Take-Two Interactive,0.13,85,7,Visual Concepts,E,WiiU,0
Dynasty Warriors 5 Empires,Action,2006,Tecmo Koei,0.13,61,8.2,Omega Force,T,X360,13
Mega Man X Collection,Misc,2006,Capcom,0.13,75,9.2,Capcom,E,GC,0
Smash Court Tennis Pro Tournament 2,Sports,2004,Sony Computer Entertainment,0.13,74,9.1,Namco,E,PS2,0
Teenage Mutant Ninja Turtles: Arcade Attack,Action,2009,Ubisoft,0.13,36,4.8,Ubisoft,E10+,DS,10
Mega Man X: Command Mission,Role-Playing,2004,Capcom,0.12,67,7.3,Capcom,E,GC,0
DiRT Rally,Racing,2016,Codemasters,0.12,86,8,Codemasters,E,XOne,0
Disney's PK: Out of the Shadows,Platform,2002,Ubisoft,0.12,49,5,Ubisoft,E,PS2,0
Chessmaster: The Art of Learning,Misc,2008,Ubisoft,0.12,64,8.4,Ubisoft,E,PSP,0
Neopets Petpet Adventures: The Wand of Wishing,Adventure,2006,Sony Computer Entertainment,0.12,66,7.7,EA,E,PSP,0
NCIS,Adventure,2011,Ubisoft,0.12,50,4,Ubisoft,T,PS3,13
Breakdown,Adventure,2004,Electronic Arts,0.12,71,8.2,Namco,M,XB,17
Academy of Champions: Soccer,Sports,2009,Ubisoft,0.12,64,6.8,Ubisoft,E,Wii,0
NFL Head Coach,Sports,2006,Electronic Arts,0.12,69,7.1,EA,E,XB,0
Onimusha: Blade Warriors,Fighting,2003,Capcom,0.12,65,6.9,Capcom,T,PS2,13
NBA 2K2,Sports,2002,Other,0.12,90,8,Visual Concepts,E,GC,0
Marvel Avengers: Battle for Earth,Action,2012,Ubisoft,0.12,50,5,Ubisoft,T,WiiU,13
Tom Clancy's Splinter Cell: Blacklist,Action,2013,Ubisoft,0.12,75,7.8,Ubisoft,M,WiiU,17
Samurai Warriors 4-II,Action,2015,Tecmo Koei,0.12,73,7.3,Omega Force,T,PS4,13
Castlevania: Curse of Darkness,Action,2005,Konami Digital Entertainment,0.12,74,7,Konami,M,XB,17
Battles of Prince of Persia,Strategy,2005,Ubisoft,0.12,64,7.7,Ubisoft,E10+,DS,10
LEGO Batman 2: DC Super Heroes,Action,2013,Warner Bros. Interactive Entertainment,0.12,77,7.3,TT Games,E10+,WiiU,10
FIFA 17,Sports,2016,Electronic Arts,0.12,84,4.2,EA,E,PC,0
FIFA Soccer,Sports,2005,Electronic Arts,0.12,73,7.7,EA,E,PSP,0
Darkspore,Role-Playing,2011,Electronic Arts,0.12,65,6,Maxis,T,PC,13
Self-Defense Training Camp,Sports,2011,Ubisoft,0.12,21,5,Ubisoft,T,X360,13
NASCAR 07,Racing,2006,Electronic Arts,0.11,68,8.9,EA,E,PS2,0
FIFA Street 2,Sports,2006,Electronic Arts,0.11,63,5.7,EA,E,GC,0
Fantastic Four: Rise of the Silver Surfer,Action,2007,Take-Two Interactive,0.11,45,5.4,Visual Concepts,T,X360,13
NFL Head Coach 09,Sports,2008,Electronic Arts,0.11,67,8.4,EA,E,X360,0
Mega Man Battle Chip Challenge,Misc,2003,Capcom,0.11,54,8.3,Capcom,E,GBA,0
Ring of Red,Strategy,2000,Konami Digital Entertainment,0.11,82,8.7,Konami,T,PS2,13
MLB 13: The Show,Sports,2013,Sony Computer Entertainment,0.11,75,7.5,EA,E,PSV,0
Batman: Rise of Sin Tzu,Action,2003,Ubisoft,0.11,67,7.7,Ubisoft,T,XB,13
Zubo,Misc,2008,Electronic Arts,0.11,75,7.6,EA,E10+,DS,10
TMNT,Action,2007,Ubisoft,0.11,37,4.1,Ubisoft,E10+,PSP,10
Sabrina The Teenage Witch: Potion Commotion,Action,2002,Ubisoft,0.11,63,2.8,Ubisoft,E,GBA,0
MLB Power Pros,Sports,2007,Konami Digital Entertainment,0.11,80,8.8,Konami,E,PS2,0
GoldenEye: Rogue Agent,Shooter,2005,Electronic Arts,0.11,58,7.5,EA,T,DS,13
Capcom vs. SNK 2 EO,Fighting,2002,Capcom,0.11,68,8.9,Capcom,T,GC,13
